Item ID	Item Name	Item Type	Rare	Item Desc
318	درع بوكي-بوكي	Material	3	من مواد بوكي-بوكي. يمكنالحصول عليه في الأغلب كمكافأة.صلب، ويُستخدم في صناعة العتاد.
319	ريش بوكي-بوكي	Material	3	من مواد بوكي-بوكي.يمكن الحصول عليه بكسر جناحيه.يُستخدم في أغراض متعددة.
320	كيس بوكي-بوكي	Material	3	من مواد بوكي-بوكي.يمكن الحصول عليه بكسر رأسه.يمنح خصائص سامة.
321	ذيل بوكي-بوكي	Material	3	من مواد بوكي-بوكي.يمكن الحصول عليه بتقطيع ذيله المفصولغير معتاد، ويُستخدم في صناعة العتاد.
322	قشرة بوكي-بوكي+	Material	5	من مواد بوكي-بوكي النادرة.يتم الحصول عليها في الأغلب بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
323	درقة بوكي-بوكي	Material	5	من مواد بوكي-بوكي النادرة.يتم الحصول عليها في الأغلب كمكافأة.صلبة، وتُستخدم في صناعة العتاد.
324	جناح بوكي-بوكي	Material	5	من مواد بوكي-بوكي النادرة.يمكن الحصول عليه بكسر جناحيه.يُستخدم في أغراض متعددة.
325	كيس بوكي-بوكي+	Material	5	من مواد بوكي-بوكي النادرة.يمكن الحصول عليه بكسر رأسه.يميز بخصائص سامة.
326	صدفة باروث	Material	3	من مواد باروث.يتم الحصول عليها في الأغلب بالتقطيع.تستخدم بصورة واسعة في أغراض متعددة.
327	نتوء باروث	Material	3	من مواد باروث.يتم الحصول عليه في الأغلب كمكافأة.صلب، ويُستخدم في صناعة العتاد.
328	مخلب باروث	Material	3	من مواد باروث. يمكن الحصول عليه بكسر طرفيه الأماميين.قوي، ويُستخدم في أسلحة متعددة.
329	فروة رأس باروث	Material	3	من مواد باروث.يتم الحصول عليها بتحطيم فروة رأسه.قوية وتستخدم في أسلحة متعددة.
330	ذيل باروث	Material	3	من مواد باروث. يمكنالحصول عليه بتقطيع ذيله المفصول.جامد، ويُستخدم في صناعة العتاد.
331	الطين الخصب	Material	3	من مواد باروث. يمكن الحصول عليهبكسر غطائه الطيني.غير معتاد، ويُستخدم في عتاد محدد.
332	درقة باروث	Material	5	من مواد باروث النادرة.يتم الحصول عليها في الأغلب بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
333	نتوء باروث+	Material	5	من مواد باروث النادرة.يتم الحصول عليه في الأغلب كمكافأة.صلب، ويُستخدم في صناعة العتاد.
334	مخلب باروث+	Material	5	من مواد باروث النادرة. يمكنالحصول عليه بكسر طرفيه الأماميين.قوي، ويُستخدم في أسلحة متعددة.
335	قشرة جيوراتودوس	Material	3	من مواد جيوراتودوس. يتمالحصول عليها في الأغلب بالتقطيع.تُستخدم في أغراض متعددة.
336	درع جيوراتودوس	Material	3	من مواد جيوراتودوس. يتمالحصول عليه في الأغلب كمكافأة.قوي، ويُستخدم في صناعة العتاد.
337	ناب جيوراتودوس	Material	3	من مواد جيوراتودوس.يمكن الحصول عليه بكسر رأسه.حاد، ويُستخدم في أسلحة متعددة.
338	زعنفة جيوراتودوس	Material	3	من مواد جيوراتودوس.يمكن الحصول عليها بكسر ظهره.تُستخدم في أغراض متعددة.
339	قشرة جيوراتودوس+	Material	5	من مواد جيوراتودوس النادرة.يمكن الحصول عليها بالتقطيع.تُستخدم في أغراض متعددة.
340	درقة جيوراتودوس	Material	5	من مواد جيوراتودوس النادرة.يتم الحصول عليها غالبًا كمكافأة.قوية، وتُستخدم في صناعة العتاد.
341	ناب جيوراتودوس+	Material	5	من مواد جيوراتودوس النادرة.يمكن الحصول عليه بكسر رأسه.حاد، ويُستخدم في أسلحة متعددة.
342	زعنفة جيوراتودوس+	Material	5	من مواد جيوراتودوس النادرة.يمكن الحصول عليها بكسر ظهره.تُستخدم في أغراض متعددة.
343	قشرة توبي-كاداتشي	Material	3	من مواد توبي-كاداتشي.يتم الحصول عليها في الأغلب بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
344	فراء توبي-كاداتشي	Material	3	من مواد توبي-كاداتشي. غالبًا يتمالحصول عليه كمكافأة. شديد المقاومةللرعد، ويُستخدم في صناعة العتاد.
345	غشاء توبي-كاداتشي	Material	3	من مواد توبي-كاداتشي.يمكن الحصول عليه بالتقطيع.مرن، ويُستخدم في صناعة العتاد.
346	مخلب توبي-كاداتشي	Material	3	من مواد توبي-كاداتشي. يمكنالحصول عليه بكسر طرفيه الأماميين.حاد، ويُستخدم في أسلحة متعددة.
347	إلكترود توبي-كاداتشي	Material	3	من مواد توبي-كاداتشي.يمكن الحصول عليه بكسر رأسه.يمنح خصائص عنصر الرعد.
348	قشرة توبي-كاداتشي+	Material	5	من مواد توبي-كاداتشي النادرة. يتمالحصول عليها في الأغلب بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
349	فراء توبي-كاداتشي+	Material	5	من مواد توبي-كاداتشي النادرة. غالبًايتم الحصول عليه كمكافأة. مقاومللرعد، ويُستخدم في صناعة العتاد.
350	مخلب توبي-كاداتشي+	Material	5	من مواد توبي-كاداتشي النادرة. يمكنالحصول عليه بكسر طرفيه الأماميين.حاد، ويُستخدم في أسلحة متعددة.
351	إلكترود توبي-كاداتشي+	Material	5	من مواد توبي-كاداتشي النادرة.يمكن الحصول عليه بكسر رأسه.يميز بخصائص عنصر الرعد.
352	قشرة أنجاناث	Material	3	من مواد أنجاناث.يتم الحصول عليها في الأغلب بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
353	فراء أنجاناث	Material	3	من مواد أنجاناث. يتم الحصولعليه غالبًا كمكافأة. شديد المقاومةللحرارة، ويُستخدم في صناعة العتاد.
354	ناب أنجاناث	Material	3	من مواد أنجاناث.يمكن الحصول عليه بكسر رأسه.حاد، ويُستخدم في أسلحة متعددة.
355	عظْمة أنف أنجاناث	Material	3	من مواد أنجاناث. يمكنالحصول عليها بكسر رأسه.غير معتادة وصعب التعامل معها.
356	ذيل أنجاناث	Material	3	من مواد أنجاناث. يمكنُالحصول عليه بتقطيع ذيله المفصول.جامد، ويُستخدم في صناعة العتاد.
357	لوحة أنجاناث	Material	4	من مواد أنجاناث. اكتشاف قيم،يُستخدم لتحصين العتاد. يُقال إنهمن الصعب مصادفتها.
358	قشرة أنجاناث+	Material	5	من مواد أنجاناث النادرة.يتم الحصول عليها في الأغلب بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
359	فراء أنجاناث+	Material	5	من مواد أنجاناث النادرة. غالبًا يتمالحصول عليه كمكافأة. شديد المقاومة للحرارة، ويُستخدم في صناعة العتاد.
360	ناب أنجاناث+	Material	5	من مواد أنجاناث النادرة.يمكن الحصول عليه بكسر رأسه.حاد، ويُستخدم في أسلحة متعددة.
361	عظْمة أنف أنجاناث+	Material	5	من مواد أنجاناث النادرة.يمكن الحصول عليها بكسر رأسه.غير معتادة وتُستخدم في عتاد معين.
362	جوهرة أنجاناث	Material	6	جوهرة نادرة يُقال إنها تكوّنتداخل أنسجة أنجاناث. تُستخدملتحسين العتاد بطريقة مُبهرة.
363	قشرة راثيان	Material	3	من مواد راثيان.يتم الحصول عليها في الأغلب بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
364	درع راثيان	Material	3	من مواد راثيان.يتم الحصول عليه في الأغلب كمكافأة.صلب، ويُستخدم في صناعة العتاد.
365	نسيج راثيان	Material	3	من مواد راثيان.يمكن الحصول عليه بكسر جناحيه.مرن، ويُستخدم في صناعة العتاد.
366	شوك راثيان	Material	3	من مواد راثيان. يمكنالحصول عليه بتقطيع ذيله المفصول.يمنح خصائص سامة.
367	لوحة راثيان	Material	4	من مواد راثيان. اكتشاف قيم،تُستخدم لتحصين العتاد. يُقال إنهمن الصعب مصادفتها.
368	قشرة راثيان+	Material	5	من مواد راثيان النادرة. يتم الحصولعليها غالبًا بالتقطيع تُستخدم.بصورة واسعة في أغراض متعددة.
369	درقة راثيان	Material	5	من مواد راثيان النادرة. يتميتم الحصول عليها في الأغلب كمكافأة.صلبة، وتُستخدم في صناعة العتاد.
370	شوك راثيان+	Material	5	من مواد راثيان النادرة. يمكنالحصول عليه بتقطيع ذيله المفصول.يميز بخصائص سامة.
371	ياقوت راثيان	Material	6	جوهرة نادرة يقال إنها تكوّنتداخل أنسجة راثيان. تُستخدمفي تحسين العتاد بطريقة مبهرة.
372	قشرة راثيان الوردية+	Material	5	من مواد راثيان الوردية النادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
373	درقة راثيان الوردية	Material	5	من مواد راثيان الوردي النادرة.يتم الحصول عليها غالبًا كمكافأة.صلبة، وتُستخدم في صناعة العتاد.
374	قشرة تسيتسي	Material	3	من مواد تسيتسي-يا-كو. يتم الحصولعليها غالبًا بالتقطيع. تُستخدمبصورة واسعة في أغراض متعددة.
375	جلد تسيتسي	Material	3	من مواد تسيتسي-يا-كو. يتمالحصول عليه غالبًا كمكافأة.مرن، ويُستخدم في صناعة العتاد.
376	مخلب تسيتسي	Material	3	من مواد تسيتسي-يا-كو.يتم الحصول عليه غالبًا بالتقطيع.حاد، ويُستخدم في أسلحة متعددة.
377	أعضاء تسيتسي المضيئة	Material	3	من مواد تسيتسي-يا-كو التي يمكنالحصول عليها بتدمير أعضاء نبضه.غريبة، وتُستخدم في أغراض متعددة.
378	قشرة تسيتسي+	Material	5	من مواد تسيتسي-يا-كو النادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
379	جلد تسيتسي+	Material	5	من مواد تسيتسي-يا-كو النادرة.يتم الحصول عليه غالبًا كمكافأة.مرن، ويُستخدم في صناعة العتاد.
380	مخلب تسيتسي+	Material	5	من مواد تسيتسي-يا-كو النادرة.يتم الحصول عليه غالبًا بالتقطيع.حاد، ويُستخدم في أسلحة متعددة.
381	أعضاء تسيتسي المضيئة+	Material	5	من مواد تسيتسي-يا-كو نادرة يمكنالحصول عليها بتدمير أعضاء نبضه.غير معتادة، تُستخدم في أغراض متعددة.
382	فراء باولومو	Material	3	من مواد باولومو. يتم الحصول عليه في الأغلب كمكافأة. يُستخدمبصورة واسعة في أغراض متعددة.
383	قشرة باولومو	Material	3	من مواد باولومو. بتم الحصولعليها في الأغلب بالتقطيع.صلبة، وتُستخدم في صناعة العتاد.
384	درع باولومو	Material	3	من مواد باولومو.يمكن الحصول عليه بكسر ذيله.يُستخدم في أغراض متعددة.
385	نسيج باولومو	Material	3	من مواد باولومو. يمكن الحصول عليه بكسر جناحيه. خفيفالوزن، ويُستخدم في صناعة العتاد.
386	فراء باولومو+	Material	5	من مواد باولومو النادرة. يتمالحصول عليه غالبًا كمكافأة. يُستخدمبصورة واسعة في أغراض متعددة.
387	قشرة باولومو+	Material	5	من مواد باولومو النادرة. يتم الحصولعليها غالبًا بالتقطيع. صلبة،وتُستخدم في صناعة العتاد.
388	درقة باولومو+	Material	5	من مواد باولومو النادرة.يمكن الحصول عليها بكسر ذيله.تُستخدم في أغراض متعددة.
389	جناح باولومو	Material	5	من مواد باولومو النادرة. يمكنالحصول عليه بكسر جناحيه. خفيفالوزن، ويُستخدم في صناعة العتاد.
390	قشرة غيروس العظيم	Material	3	من مواد غيروس العظيم. يتم الحصولعليها غالبًا بالتقطيع. تُستخدمبصورة واسعة في أغراض متعددة.
391	جلد غيروس العظيم	Material	3	من مواد غيروس العظيم.يتم الحصول عليه غالباً كمكافأة. مرن،ويُستخدم في صناعة العتاد.
392	قلنسوة غيروس العظيم	Material	3	من مواد غيروس العظيم.يمكن الحصول عليها بكسر رأسه.غير معتادة وصعب التعامل معها.
393	ناب غيروس العظيم	Material	3	من مواد غيروس العظيم.يمكن الحصول عليها بكسر رأسه.يميز بخصائص تسبب الشلل.
394	ذيل غيروس العظيم	Material	3	من مواد غيروس العظيم.يمكن الحصول عليه بتقطيع ذيله.جامد، ويُستخدم في صناعة العتاد.
395	قشرة غيروس العظيم+	Material	5	من مواد غيروس العظيم النادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
396	جلد غيروس العظيم+	Material	5	من مواد غيروس العظيم النادرة.يتم الحصول عليه غالبًا كمكافأة.مرن، ويُستخدم في صناعة العتاد.
397	قلنسوة غيروس العظيم+	Material	5	من مواد غيروس العظيم النادرة. يمكنالحصول عليها بكسر رأسه.غير معتادة، وتُستخدم في عتاد محدد.
398	ناب غيروس العظيم+	Material	5	من مواد غيروس العظيم النادرة.يمكن الحصول عليها بكسر رأسه.يميز بخصائص تسبب الشلل.
399	قشرة رادوبان	Material	3	مادة رادوبان.يمكن الحصول عليه بالتقطيع.ويُستخدم لأغراض متعددة.
400	صدفة رادوبان	Material	3	مادة رادوبان.يمكن الحصول عليها كمكافأة.ويُستخدم لأغراض متعددة.
401	درع رادوبان الخارجي	Material	3	مادة رادوبان. يمكن الحصولعليها بتقطيع ذيله المفصول.ضد الصدمات، وتُستخدم لصنع الأسلحة.
402	كتلة عظام تنين مجنّح	Material	3	مادة رادوبان. يُحصل عليها بجمععناصر ساقطة نادرة.كثيفة، تُستخدم في استعمالات كثيرة.
403	Unavailable	Material	3	Unavailable
404	لُب رادوبان	Material	3	من مواد رادوبان. اكتشاف قيم،يُستخدم لتحصين العتاد. يُقال إنهمن الصعب مصادفته.
405	قشرة رادوبان+	Material	5	تُستخدم بصورة واسعة في أغراضمتعددة. من مواد رادوبان النادرة.يتم الحصول عليها غالبًا بالتقطيع.
406	درقة رادوبان	Material	5	من مواد رادوبان النادرة.يتم الحصول عليها غالبًا كمكافأة.صلبة، وتُستخدم في صناعة العتاد.
407	نخاع رادوبان	Material	5	من مواد رادوبان النادرة. اكتشافقيم، يُستخدم لتحصين العتاد. يُقالإنه من الصعب مصادفته.
408	قشرة ليغيانا	Material	3	من مواد ليغيانا. يتم الحصولعليها غالبًا بالتقطيع. تُستخدمبصورة واسعة في أغراض متعددة.
409	جلد ليغيانا	Material	3	من مواد ليغيانا. يتم الحصولعليه غالبًا كمكافأة. صلب،ويُستخدم في صناعة العتاد.
410	مخلب ليغيانا	Material	3	من مواد ليغيانا.يتم الحصول عليه غالبًا بالتقطيع.يمنح خصائص عنصر الثلج.
411	نسيج ليغيانا	Material	3	من مواد ليغيانا. يمكن الحصولعليه بكسر أجنحته. مرن،ويُستخدم في صناعة العتاد.
412	نسيج ذيل ليغيانا	Material	3	من مواد ليغيانا.يمكن الحصول عليه بكسر ذيله.مرن، ويُستخدم في صناعة العتاد.
413	لوحة ليغيانا	Material	4	من مواد ليغيانا. اكتشاف قيم،يُستخدم لتحصين العتاد. يُقال إنهمن الصعب مصادفتها.
414	قشرة ليغيانا+	Material	5	من مواد ليغيانا النادرة. يتم الحصولعليها غالبًا بالتقطيع. تُستخدمبصورة واسعة في أغراض متعددة.
415	جلد ليغيانا+	Material	5	من مواد ليغيانا النادرة. يتم الحصولعليه غالبًا كمكافأة. خفيف الوزنويُستخدم في صناعة العتاد.
416	مخلب ليغيانا+	Material	5	من مواد ليغيانا النادرة.يتم الحصول عليه غالبًا بالتقطيع.يمنح خصائص عنصر الثلج.
417	جناح ليغيانا	Material	5	من مواد ليغيانا النادرة.يمكن الحصول عليه بكسر أجنحته.مرن، ويُستخدم في صناعة العتاد.
418	جوهرة ليغيانا	Material	6	جوهرة نادرة يُقال إنها تكوّنتداخل أنسجة ليغيانا. تُستخدمفي تحسين العتاد بصورة مبهرة.
419	قشرة أودوغارون	Material	3	من مواد أودوغارون.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
420	وتر أودوغارون	Material	3	من مواد أودوغارون.يتم الحصول عليه غالبًا كمكافأة.صلب، ويُستخدم في صناعة العتاد.
421	مخلب أودوغارون	Material	3	من مواد أودوغارون. يمكنالحصول عليه بكسر رجليه الأماميتين.حاد، ويُستخدم في أسلحة متعددة.
422	ناب أودوغارون	Material	3	من مواد أودوغارون. يمكنالحصول عليه بكسر رأسه.حاد، ويُستخدم في أسلحة متعددة.
423	ذيل أودوغارون	Material	3	من مواد أودوغارون. يمكنالحصول عليه بتقطيع ذيله المفصول.جامد، ويُستخدم في صناعة العتاد.
424	لوحة أودوغارون	Material	4	من مواد أودوغارون. اكتشاف قيم،تُستخدم في تحصين العتاد. يُقال إنهمن الصعب مصادفتها.
425	قشرة أودوغارون+	Material	5	من مواد أودوغارون النادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
426	وتر أودوغارون+	Material	5	من مواد أودوغارون النادرة.يتم الحصول عليه غالبًا كمكافأة.صلب، ويُستخدم في صناعة العتاد.
427	مخلب أودوغارون+	Material	5	من مواد أودوغارون النادرة. يمكنالحصول عليه بكسر رجليه الأماميتين.حاد، ويُستخدم في أسلحة متعددة.
428	ناب أودوغارون+	Material	5	من مواد أودوغارون النادرة.يمكن الحصول عليه بكسر رأسه.حاد، ويُستخدم في أسلحة متعددة.
429	جوهرة أودوغارون	Material	6	جوهرة نادرة يُقال إنها تكوّنتداخل أنسجة أودوغارون. تُستخدمفي تحسين العتاد بصورة مبهرة.
430	قشرة راذالوس	Material	3	من مواد راذالوس.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
431	درع راذالوس	Material	3	من مواد راذالوس.يتم الحصول عليه غالبًا كمكافأة.صلب، ويُستخدم في صناعة العتاد.
432	نسيج راذالوس	Material	3	من مواد راذالوس.يمكن الحصول عليه بكسر جناحيه.مرن، ويُستخدم في صناعة العتاد.
433	ذيل راذالوس	Material	3	من مواد راذالوس. يمكن الحصول عليهبتقطيع ذيله المفصول.متوافق مع عنصر النار.
434	برثن جناح راذ	Material	3	مادة من راثيان وراذالوس.يمكن الحصول عليها بكسر جناحيه.حاد، وتُستخدم في أسلحة متعددة.
435	لُب راذالوس	Material	3	من مواد راذالوس.يتم الحصول عليه غالبًا بالتقطيع.يمنح خصائص عنصر النار.
436	لوحة راذالوس	Material	4	من مواد راذالوس. اكتشاف قيم،يُستخدم في تحصين العتاد. يُقال إنهمن الصعب مصادفتها.
437	قشرة راذالوس+	Material	5	من مواد راذالوس النادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
438	درقة راذالوس	Material	5	من مواد راذالوس النادرة.يتم الحصول عليها غالبًا كمكافأة.صلبة، وتُستخدم في صناعة العتاد.
439	جناح راذالوس	Material	5	من مواد راذالوس النادرة.يمكن الحصول عليه بكسر جناحيه.مرن، ويُستخدم في صناعة العتاد.
440	نخاع راذالوس	Material	5	من مواد راذالوس النادرة.يمكن الحصول عليه بالتقطيع.يمنح خصائص عنصر النار.
441	ياقوت راذالوس	Material	6	جوهرة نادرة يقال إنها تكوّنتداخل أنسجة راذالوس.روعتها تجعلك لا تريد استخدامها.
442	قشرة راذالوس لازوردي+	Material	5	مادة راذالوس لازوردي نادرة.يتم استخراجها عن طريق التقطيع.تستخدم بشكل واسع لعدة أشياء.
443	درقة راذالوس لازوردي	Material	5	مادة راذالوس لازوردي نادرة.يتم الحصول عليها كمكافأة غالبًا.صلبة، وتستخدم لصناعة العتاد.
444	ذيل راذالوس لازوردي	Material	5	مادة راذالوس لازوردي نادرة.يتم استخراجها بقطع ذيلها.متوافقة مع عنصر النار.
445	جناح راذالوس لازوردي	Material	5	مادة راذالوس لازوردي نادرة.يتم الحصول عليها بكسر أجنحتها.مرن، تستخدم لصناعة العتاد.
446	صدفة ديابلوس	Material	3	مادة ديابلوس.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم لأغراض متعددة.
447	نتوء ديابلوس	Material	3	مادة ديابلوس.يتم الحصول عليها غالبًا كمكافأة.صلبة، وتُستخدم في صناعة العتاد.
448	ذيل ديابلوس	Material	3	مادة ديابلوس. يتم الحصولعليها غالبًا بتقطيع ذيله المفصول.متينة، ولكنه من الصعب التعامل معها.
449	ناب ديابلوس	Material	3	مادة ديابلوس.يتم الحصول عليها غالبًا بالتقطيع.حادة، وتُستخدم لأغراض متعددة.
450	القرن المتشابك	Material	3	مادة ديابلوس.يمكن الحصول عليه بكسر قرنيه.قوية، وتُستخدم لأغراض متعددة.
451	نخاع ديابلوس	Material	3	مادة ديابلوس. عالية القيمة،وتُستخدم في تحصين العتاد.يُقال أنه من الصعب إيجادها.
452	درقة ديابلوس	Material	5	مادة ديابلوس نادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة لأغراض متعددة.
453	نتوء ديابلوس+	Material	5	مادة ديابلوس نادرة.يتم الحصول عليها غالبًا كمكافأة.قوية، وتُستخدم في صناعة العتاد.
454	القرن المهيب	Material	5	مادة ديابلوس نادرة.يمكن الحصول عليها بكسر قرنيه.قوية، وتُستخدم لأغراض متعددة.
455	النخاع الذيلي	Material	5	مادة ديابلوس. عالية القيمة،تُستخدم في تحصين العتاد.يُقال أنه من الصعب إيجادها.
456	درقة ديابلوس سوداء	Material	5	مادة ديابلوس سوداء نادرة.يمكن الحصول عليها غالبًا بالتقطيع.تُستخدم لأغراض متعددة.
457	نتوء ديابلوس أسود+	Material	5	مادة ديابلوس سوداء نادرة.يتم الحصول عليها غالبًا كمكافأة.قوي، وتُستخدم في صناعة العتاد.
458	القرن الملتف الأسود+	Material	5	مادة ديابلوس سوداء نادرة.يمكن الحصول عليها بكسر قرنيه.قوية، وتستخدم لأغراض متعددة.
459	جلد كيرين	Material	3	مادة كيرين. يتم الحصولعليه غالبًا بالتقطيع. ويُستخدملأغراض متعددة.
460	ذيل كيرين	Material	3	مادة كيرين.يتم الحصول عليه غالبًا كمكافأة.متوافق مع عنصر الرعد.
461	عُرف كيرين	Material	3	مادة كيرين.يتم الحصول عليه غالبًا بالتقطيع.مقاوم للرعد، ويُستخدم لصناعة العتاد.
462	قرن برق كيرين	Material	3	مادة كيرين.يمكن الحصول عليه بكسر قرنه.يمنح خصائص عنصر الرعد.
463	جلد كيرين+	Material	6	مادة كيرين نادرة.يتم الحصول عليه غالبًا بالتقطيع.ويُستخدم لأغراض متعددة.
464	ذيل رعد كيرين	Material	6	مادة كيرين نادرة.يتم الحصول عليه غالبًا كمكافأة.متوافق مع عنصر الرعد.
465	قرن كيرين لازوردي	Material	6	مادة كيرين نادرة.يمكن الحصول عليه بكسر قرنه.يمنح خصائص عنصر الرعد.
466	Unavailable	Material	5	Unavailable
467	قشرة حرارة زوراه	Material	5	مادة زوراه ماغداروس.يمكن الحصول عليها كمكافأة.تُستخدم لأغراض متعددة.
468	درقة زوراه	Material	5	مادة زوراه ماغداروس. يمكن الحصولعليها كعنصر إسقاط نادر أو بالتعدين.قوية وتُستخدم في صناعة العتاد.
469	نتوء زوراه	Material	5	مادة زوراه ماغداروس نادرة.يمكن الحصول عليه كمكافأة.قوي، ويُستخدم في أسلحة عديدة.
470	غشاء زوراه	Material	5	مادة زوراه ماغداروس نادرة.يمكن الحصول عليها بكسر صدره.ثقيل، ويُستخدم في صناعة العتاد.
471	Unavailable	Material	5	Unavailable
472	حمم زوراه	Material	5	مادة زوراه ماغداروس نادرة.يمكن الحصول عليها بكسر رأسه.غريبة ويصعب التعامل معها.
473	جوهرة زوراه ماغداروس	Material	6	جوهرة نادرة يقال إنها تكوّنتداخل أنسجة زوراه ماغداروس.تحمل إمكانيات لا يمكن تخيلها.
474	قشرة دودوغما+	Material	5	من مواد دودوغما النادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
475	جلد دودوغما+	Material	5	من مواد دودوغما النادرة.يتم الحصول عليه غالبًا كمكافأة.مرن، ويُستخدم في صناعة العتاد.
476	فك دودوغما	Material	5	من مواد دودوغما النادرة.يمكن الحصول عليه بكسر رأسه.غير معتاد ومن الصعب التعامل معه.
477	برثن دودوغما	Material	5	من مواد دودوغما النادرة. يمكنالحصول عليه بكسر رجليه الأماميتين.ثقيل، ويُستخدم في صناعة الدروع.
478	ذيل دودوغما	Material	5	من مواد دودوغما النادرة. يمكنالحصول عليه بتقطيع ذيله المفصول.قوي، ويُستخدم في أسلحة متعددة.
479	قشرة لافاسيوث+	Material	5	من مواد لافاسيوث النادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
480	درقة لافاسيوث	Material	5	من مواد لافاسيوث النادرة.يتم الحصول عليها غالبًا كمكافأة.صلبة، وتُستخدم في صناعة العتاد.
481	ناب لافاسيوث+	Material	5	من مواد لافاسيوث النادرة.يمكن الحصول عليه بكسر رأسه.حاد، ويُستخدم في أسلحة متعددة.
482	زعنفة لافاسيوث+	Material	5	من مواد لافاسيوث النادرة.يمكن الحصول عليها بكسرزعنفة ظهره. تُستخدم في أغراض متعددة.
483	قشرة أوراغان+	Material	5	من مواد أوراغان النادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
484	درقة أوراغان	Material	5	من مواد أوراغان النادرة.يتم الحصول عليها غالبًا كمكافأة.صلبة، وتُستخدم في صناعة العتاد.
485	فك أوراغان	Material	5	من مواد أوراغان النادرة.يمكن الحصول عليه بكسر فكه.غير معتاد، ويُستخدم في عتاد محدد.
486	ترس أوراغان المدبب	Material	5	من مواد أوراغان النادرة. يمكن الحصولعليه بتقطيع ذيله المفصول. مقاوم شديدللحرارة، ويُستخدم في صناعة العتاد.
487	نخاع أوراغان	Material	5	من مواد أوراغان النادرة.اكتشاف قيم، يُحصّن العتاد. يُقالإنه من الصعب مصادفته.
488	ياقوت أوراغان	Material	6	جوهرة نادرة يقال إنها تكوّنتداخل أنسجة أوراغان. تُستخدمفي تحسين العتاد بصورة مبهرة.
489	كتلة الحمم	Material	5	كتلة معدنية ضخمة نادرة أو خام تنموعلى أحد الأوراغان. تتألف من خامات متعددة، منصهرة معًا.
490	قشرة بازيلغيس+	Material	5	مادة بازيلغيس نادرة.يتم الحصول عليها غالبًا بالتقطيع.تُستخدم بصورة واسعة في أغراض متعددة.
491	درقة بازيلغيس	Material	5	مادة بازيلغيس نادرة.يتم الحصول عليها غالبًا كمكافأة.صلبة، تُستخدم في صناعة العتاد.
492	ذيل بازيلغيس	Material	5	مادة بازيلغيس نادرة.يمكن الحصول عليها بنحت ذيله المفصول.صلب، تُستخدم في صناعة العتاد.
493	فتيل بازيلغيس	Material	5	مادة بازيلغيس نادرة.يمكن الحصول عليها بكسر رأسه.تمنح خصائص عنصر الانفجار.
494	برثن بازيلغيس	Material	5	مادة بازيلغيس نادرة.يتم الحصول عليها غالبًا بالنحت.متوافقة مع عنصر الانفجار.
495	جناح بازيلغيس	Material	5	مادة بازيلغيس نادرة.يمكن الحصول عليها بكسر قرنيه.صلبة، تُستخدم في أسلحة متعددة.
496	جوهرة بازيلغيس	Material	6	حلية نادرة يقال إنها تكوّنت داخلأنسجة بازيلغيس.تُستخدم في تحسين العتاد بشكل ملحوظ.
497	قشرة تنين سرمدية	Material	6	مادة نيرغي نادرة.يمكن الحصول عليها غالبًا بالنحت.تُستخدم لأغراض متعددة.
498	درقة نيرغي	Material	6	مادة نيرغي نادرة.يمكن الحصول عليها غالبًا كمكافأة.قوية، تُستخدم في صناعة العتاد.
499	Unavailable	Material	6	Unavailable
500	ذيل نيرغي	Material	6	مادة نيرغي نادرة. يمكنالحصول عليها غالبًا بنحت ذيله القوي.صلبة، تُستخدم في صناعة العتاد.
501	قرن نيرغي+	Material	6	مادة نيرغي نادرة.يمكن الحصول عليها بكسر قرنيه.قوية، تُستخدم لأغراض متعددة.
502	برثن نيرغي	Material	6	مادة نيرغي نادرة.يمكن الحصول عليها غالبًا بالنحت.حادة، تُستخدم لأغراض متعددة.
