Quest ID	Quest Name	Quest Target	Fail Condition
50906	Станешь ли заб. им, как птичкою	Убейте бахамута.	Завершение срокаТроекратный обморок
50910	Заказ: Проблемы в Древнем лесу	Выполнить задание.	Время вышлоТроекратный обморок
50991	Пришелец из Эорзеи	Убейте бахамута.	Завершение срокаТроекратный обморок
50992	Invalid Message	Invalid Message	Invalid Message
51601	Яви себя, разрушитель	Выполните задание	Завершение срокаТроекратный обморок
51602	Несокрушимая гордость	Убейте кирина	Завершение срокаТроекратный обморок
51603	По затерянной тропе	Выполнить поручение	Завершение срокаТроекратный обморок
51604	Точка невозврата	Выполнить поручение	Завершение срокаТроекратный обморок
51605	Красный дракон	Убить сафи'джииву	Завершение срокаТроекратный обморок
51606	...И ярость моя поглотит всех	Убейте неистового брахидиоса	Завершение срокаТроекратный обморок
51607	Ярость остается	Выследить взбешенного раянга	Завершение срокаТроекратный обморок
51611	Полыхающие черные сумерки	Убить Алатреона	Завершение срокаТроекратный обморок
51612	Unavailable	Unavailable	Unavailable
51613	Unavailable	Unavailable	Unavailable
51621	Спецарена: стигийский зиногр, РМ	Выследить стигийского зиногра	Время вышлоТроекратный обморок
51622	Больное разбитое сердце	Убейте неистового брахидиоса	Завершение срокаТроекратный обморок
51623	Все то взбешено, что блестит	Выследить взбешенного раянга	Завершение срокаТроекратный обморок
51624	Unavailable	Unavailable	Unavailable
51625	Unavailable	Unavailable	Unavailable
61101	Перед рассветом	Убить 12 кестодонов.	Завершение срокаТроекратный обморок
61103	Где солнце встречается с луной	Выследить все цели	Завершение срокаТроекратный обморок
61104	Лесные смутьяны	Выследить 2 аньянатов.	Время вышлоТроекратный обморок
61105	Мечта каждого охотника	Выследить все цели.	Завершение срокаТроекратный обморок
61601	Полуночное безумие	Убить 10 гастодонов	Завершение срокаТроекратный обморок
61603	Проблема королевских масштабов	Выследить все цели	Завершение срокаТроекратный обморок
61604	Владыкам страх неведом	Выследить все цели.	Время вышлоТроекратный обморок
61605	Мохосвины и еда	Убить 5 мохосвинов	Время вышлоДевятикратный обморок
61606	Охота на величайшего яграса	Убейте большого яграса	Время вышлоТроекратный обморок
61607	Его имя — лавасиот!	Выследить лавасиота.	Время вышлоТроекратный обморок
61801	Похитители жемчуга	Доставьте 6 макакжемчужного источника	Завершение срокаТроекратный обморок
61802	Мечта каждого охотника III	Выследить все цели	Время вышлоТроекратный обморок
61803	Мечта каждого охотника II	Поймать кораллового поки-поки	Время вышлоТроекратный обморокКоралловый поки-поки убит
61805	Полярный долг	Поймать восемь пингвинов-полярников	Завершение срокаТроекратный обморок
61806	Копать не перекопать	Выследить брахидиоса	Завершение срокаТроекратный обморок
61807	Жуткий холод	Убить все цели	Завершение срокаТроекратный обморок
61808	Мышц много не бывает	Выследить двух раянгов	Завершение срокаТроекратный обморок
61809	Колыбельная паолуму	Выследить ночного паолуму	Завершение срокаДевятикратный обморок
61811	Обморожение	Принести десять ледовиков	Завершение срокаТроекратный обморок
61812	Ни шагу без мяса	Выследить все цели	Завершение срокаТроекратный обморок
61813	Пятьдесят оттенков белого	Выследить бариота	Завершение срокаТроекратный обморок
61814	Под напряжением	Выследить все цели	Завершение срокаТроекратный обморок
61815	Небесные стрелки	Доставьте 5 дедушек мантагреллов	Завершение срокаТроекратный обморок
61816	Рыбка, чтобы заморить червячка	Доставьте 2 большие точильные рыбы	Завершение срокаТроекратный обморок
62502	Смертельно неподвижная завеса	Убить ваал-хазака.	Завершение срокаТроекратный обморок
62503	Шепот белой гривы	Убить кирина	Завершение срокаТроекратный обморок
62504	Насмешка солнца	Убить теостру.	Завершение срокаТроекратный обморок
62505	Око бури	Убить кушала-даору.	Завершение срокаТроекратный обморок
62506	Вестники разрушительного крика	Убить нергиганта.	Время вышлоТроекратный обморок
62511	Синяя пыльца лучше драконьего яйца	Убить лунастру.	Время вышлоТроекратный обморок
62515	Насладись моментом	Выследить девильо.	Завершение срокаТроекратный обморок
62606	Вечный блеск солнца	Привести Дзору Магдароса.	Время вышлоТроекратный обморокДзора Магдарос упущен
62607	Как мотылек на пламя	Убить ксено'джииву.	Время вышлоТроекратный обморок
62608	Взгляд на восход	Приведите Дзору Магдароса.	Завершение срокаТроекратный обморокДзора Магдарос упущен
62609	Хранитель Иного мира	Убить ксено'джииву.	Завершение срокаТроекратный обморок
62801	Под звуки погребальной песни	Убейте шара-ишвалду	Завершение срокаТроекратный обморок
63001	Задание испытания 1: новичок	Убить все цели.	Завершение срокаДевятикратный обморок
63002	Задание испытания 2: новичок	Убить все цели.	Завершение срокаДевятикратный обморок
63003	Осиное нашествие!	Убить 30 осоидов.	Завершение срокаДевятикратный обморок
63004	Темная грязная тропа	Убить баррота	Завершение срокаДевятикратный обморок
63005	Испытание от USJ для новичков!	Убить кулу-йа-ку.	Завершение срокаДевятикратный обморок
63006	Испытание от USJ для экспертов!	Убить ратиану.	Завершение срокаДевятикратный обморок
63007	Испытание от USJ для новичков!	Убить цици-йа-ку.	Завершение срокаДевятикратный обморок
63008	Испытание от USJ для экспертов!	Убить раталоса.	Завершение срокаДевятикратный обморок
63009	Темная грязная тропа	Убить баррота	Завершение срокаДевятикратный обморок
63031	Задание испытания 1: знаток	Убить все цели.	Завершение срокаДевятикратный обморок
63032	Задание испытания 2: знаток	Убить 2 одогаронов.	Завершение срокаДевятикратный обморок
63033	Гаялака разбушевались!	Убить 10 гаялака	Завершение срокаДевятикратный обморок
63034	Пробужденная Сацуи Но Хадо I	Убить нергиганта.	Завершение срокаДевятикратный обморок
63035	Пробужденная Сацуи Но Хадо II	Убить нергиганта.	Завершение срокаДевятикратный обморок
63036	Пробужденная Сацуи Но Хадо III	Убить нергиганта.	Завершение срокаДевятикратный обморок
63037	Цветущая императрица I	Убить розовую ратиану.	Завершение срокаДевятикратный обморок
63038	Цветущая императрица II	Убить розовую ратиану.	Завершение срокаДевятикратный обморок
63039	Цветущая императрица III	Убить розовую ратиану.	Завершение срокаДевятикратный обморок
63051	Задание испытания 1: эксперт	Убить все цели.	Завершение срокаДевятикратный обморок
63052	Задание испытания 2: эксперт	Убить нергиганта	Завершение срокаДевятикратный обморок
63071	Задание испытания 1: знаток РМ	Убить все цели	Завершение срокаДевятикратный обморок
63072	Задание испытания 2: знаток РМ	Убить все цели	Завершение срокаДевятикратный обморок
63073	Задание испытания 1: эксперт РМ	Убейте йан-гаругу	Завершение срокаДевятикратный обморок
63074	Задание испытания 2: эксперт РМ	Убейте лютого девильо	Завершение срокаДевятикратный обморок
63101	Событие «Убейте нергиганта 1»	Убить нергиганта.	Завершение срокаДевятикратный обморок
63102	Событие «Убейте нергиганта 2»	Убить нергиганта.	Завершение срокаДевятикратный обморок
63103	Событие «Убейте нергиганта 3»	Убить нергиганта.	Завершение срокаДевятикратный обморок
63104	"Событие ""Клык и буря"" 1"	Убить все цели.	Завершение срокаДевятикратный обморок
63105	"Событие ""Клык и буря"" 2"	Убить все цели.	Завершение срокаДевятикратный обморок
63106	"Событие ""Клык и буря"" 3"	Убить все цели.	Завершение срокаДевятикратный обморок
63107	Событие «Убейте нергиганта 4»	Убейте нергиганта	Завершение срокаДевятикратный обморок
63108	Событие «Убейте Девильо»	Убить девильо.	Завершение срокаДевятикратный обморок
63109	Лучшие из лучших	Убить все цели.	Завершение срокаДевятикратный обморок
63110	Что скрывается в лесу	Убить все цели.	Завершение срокаДевятикратный обморок
63130	Закон и война	Убить базельгейса.	Завершение срокаДевятикратный обморок
63131	Охотник и Синяя императрица	Убить лунастру.	Завершение срокаДевятикратный обморок
63142	Борьба с холодом	Убить велхану	Завершение срокаДевятикратный обморок
64101	Дикая дичь в Дикогорье	Выследить все цели.	Завершение срокаТроекратный обморок
64601	Прогулки с урагааном	Выследить 2 урагаанов.	Завершение срокаТроекратный обморок
64801	Битва с шарами	Выследить все цели	Завершение срокаТроекратный обморок
64802	Выдворение хулигана...	Выследите вспыльчивого базельгейса	Завершение срокаТроекратный обморок
65601	Шамосвал	Выследить 13 шамосов	Завершение срокаТроекратный обморок
65602	Луч света в темном царстве	Выследить 3 цици-йа-ку.	Завершение срокаТроекратный обморок
65603	Все любят яйца	Выследить кулу-йа-ку.	Завершение срокаТроекратный обморок
65604	Рожденный ползать	Доставьте 10 ползунов.	Завершение срокаТроекратный обморок
65605	Тройная угроза	Выследить все цели.	Завершение срокаТроекратный обморок
65606	Простая задача	Доставьте 10 вкусных грибов.	Завершение срокаТроекратный обморок
65607	Где доставка?	Доставить 10 ед. синего берила.	Завершение срокаТроекратный обморок
65801	Двойная проблема с догодамами	Выследить 2 догодамов	Завершение срокаТроекратный обморок
66101	Старые добрые времена	Выследить 2 больших яграсов.	Завершение срокаТроекратный обморок
66102	Это ни йа-куда не годится!	Выследить все цели.	Завершение срокаТроекратный обморок
66103	Плоть и кровь	Выследить все цели.	Завершение срокаТроекратный обморок
66104	Мифический кирин	Убить 2 киринов.	Завершение срокаТроекратный обморок
66105	Ядовитый отряд	Выследить все цели.	Завершение срокаТроекратный обморок
66106	Привет всем обжорам	Выследить все цели.	Завершение срокаТроекратный обморок
66601	Зеленый блюз	Выследить все цели.	Завершение срокаТроекратный обморок
66602	Болеро в Дикогорье	Выследить все цели.	Завершение срокаТроекратный обморок
66603	Коралловый вальс	Выследить все цели.	Завершение срокаТроекратный обморок
66604	Миазматика	Выследить все цели.	Завершение срокаТроекратный обморок
66605	Убежище Мега-Ролла	Выследить все цели.	Завершение срокаТроекратный обморок
66606	Так и до бунта недалеко	Выследить все цели.	Завершение срокаТроекратный обморок
66607	Снежная вишня	Выследить все цели.	Завершение срокаТроекратный обморок
66608	Нос за око	Выследить все цели	Завершение срокаТроекратный обморок
66609	У узурпаторов нет будущего	Выследить базельгейса	Завершение срокаТроекратный обморок
66610	Революционер	Убить все цели.	Завершение срокаТроекратный обморок
66801	Трофей рыбака	Выследить все цели	Завершение срокаТроекратный обморок
66802	Повелитель подземных фруктов	Доставить 20 подземных фруктов	Завершение срокаТроекратный обморок
66803	Грязнули в грязи	Выследить все цели	Завершение срокаТроекратный обморок
66804	Пустынные лакомства	Доставьте 20 твердофруктов	Завершение срокаТроекратный обморок
66805	Новая проблема в городке	Выследить все цели	Завершение срокаТроекратный обморок
66806	Яркий карнавал	Выследить все цели	Завершение срокаТроекратный обморок
66807	Охотник-растяпа	Выследить все цели	Завершение срокаТроекратный обморок
66808	Небесный и морской огонь	Выследить все цели	Завершение срокаТроекратный обморок
66809	Занятный эксперимент	Выследить все цели	Завершение срокаТроекратный обморок
66810	Продрогшая и мокрая	Выследить все цели	Завершение срокаТроекратный обморок
66811	Распаленные громилы	Выследить все цели	Завершение срокаТроекратный обморок
66812	Бросок в пустыне	Выследить все цели	Завершение срокаТроекратный обморок
66813	В лесной чаще	Выследить все цели	Завершение срокаТроекратный обморок
66814	Служители долины	Выследить все цели	Завершение срокаТроекратный обморок
66815	Короли трех царств	Убить все цели	Завершение срокаТроекратный обморок
66816	Зимний блюз	Убить все цели	Завершение срокаТроекратный обморок
66817	Причина голода	Выследите лютого девильо	Завершение срокаТроекратный обморок
66818	Лунный вой	Выследите зиногра	Завершение срокаТроекратный обморок
66819	Спокойствие, только спокойствие	Выследите йан-гаругу	Завершение срокаТроекратный обморок
66820	Рев, разрывающий небеса	Выследите свирепого тигрекса	Завершение срокаТроекратный обморок
66821	Отблеск серебра	Выследите серебристого раталоса	Завершение срокаТроекратный обморок
66822	Луна — суровая хозяйка	Выследите золотую ратиану	Завершение срокаТроекратный обморок
66823	Порубленные с особой любовью	Убейте нергиганта-губителя	Завершение срокаТроекратный обморок
66824	Оглушенные и ослепленные	Выследите раянга	Время вышлоТроекратный обморок
66825	Шрамы не лгут	Выследить матерого йан-гаруга	Время вышлоТроекратный обморок
66826	Йодль в лесу	Выследить все цели	Завершение срокаТроекратный обморок
66827	Тяжелый рок Дикогорья	Выследить все цели	Завершение срокаТроекратный обморок
66828	Коралловая симфония	Выследить все цели	Завершение срокаТроекратный обморок
66829	Баллада о долине	Выследить все цели	Завершение срокаТроекратный обморок
66830	Альтернативное убежище	Выследить все цели	Завершение срокаТроекратный обморок
66831	Морозная песнь	Выследить все цели	Завершение срокаТроекратный обморок
66832	Волк из ада	Выследите стигийского зиногра	Завершение срокаТроекратный обморок
66833	Вечная золотая лихорадка	Убейте кулве тарот	Завершение срокаТроекратный обморок
66834	Встреча ревущего и быстрой	Выследить все цели	Завершение срокаТроекратный обморок
66835	Пробуждение гнева грозы	Выследить зиногра	Завершение срокаТроекратный обморок
66836	Песнь Разрушения	Убейте нергиганта-губителя	Завершение срокаТроекратный обморок
66847	Отдаленный темный прилив	Убейте намиэля	Завершение срокаТроекратный обморок
66859	Выдворение хулигана...	Выследите вспыльчивого базельгейса	Завершение срокаТроекратный обморок
66860	Пробуждение гнева грозы	Выследить зиногра	Завершение срокаТроекратный обморок
67101	Обряд	Выследить аньяната.	Завершение срокаТроекратный обморок
67102	Уроки пустоши	Убить 8 барносов.	Завершение срокаТроекратный обморок
67103	Кровавый Раш	Выследить 2 одогаронов.	Завершение срокаТроекратный обморок
67105	USJ: звездный прием	Выследить 3 больших яграсов.	Завершение срокаТроекратный обморок
67106	USJ: звездный прием	Выследить 3 больших яграсов.	Завершение срокаТроекратный обморок
67603	Пылающие лазурные звезды USJ!	Выследить все цели.	Завершение срокаТроекратный обморок
67604	Пылающие лазурные звезды USJ!	Выследить все цели.	Завершение срокаТроекратный обморок
67605	Код: красный	Выследить все цели.	Завершение срокаТроекратный обморок
67606	Пришелец из Эорзеи (экстремал.)	Убейте бахамута.	Завершение срокаТроекратный обморок
67607	Сердце Нора	Выследить 2 девильо.	Время вышлоТроекратный обморок
67608	ТСЯ: Тихий, Смертоносный и Яростный	Выследить все цели.	Время вышлоТроекратный обморок
67610	Заказ: Дух Леса	Убейте Древнего лешего.	Время вышлоТроекратный обморок
67801	RE: Возврат биооружия	Убейте тленного ваал-хазака	Время вышлоТроекратный обморок
67802	В Мерзлые пустоши	Выследите зиногра	Время вышлоТроекратный обморок
67803	Во имя выживания	Выследить стигийского зиногра	Завершение срокаТроекратный обморок
67804	Барьер	Выследите лютого девильо	Завершение срокаТроекратный обморок
67807	Ассасин	Выследите наргакугу	Завершение срокаТроекратный обморок
